Category,Airports & Transit Centers,Bars,Beauty & Wellness,Fitness Centers,Grocery,Parks & Beaches,Pharmacy,QSR,Restaurant,Retail,Schools & Libraries,Shopping Centers & Malls,Tourist Attractions
2020-01-18,88,120,152,83,106,92,78,90,76,139,92,142,109
2020-01-17,104,71,134,107,94,133,98,110,119,102,96,121,138
2020-01-16,108,74,118,116,71,141,86,114,96,78,101,92,124
2020-01-15,102,81,125,123,91,158,134,133,113,86,104,99,123
2020-01-14,128,52,118,118,79,145,126,104,116,95,97,99,63
2020-01-13,111,86,135,115,92,180,118,116,115,91,107,89,62
2020-01-12,70,129,121,52,126,97,72,84,59,95,79,93,53
2020-01-11,91,160,214,96,107,204,86,112,90,128,112,142,88
2020-01-10,120,114,152,114,121,129,96,92,113,98,97,137,134
2020-01-09,101,107,131,118,110,128,100,106,110,88,96,113,127
2020-01-08,80,81,116,91,115,122,78,80,93,91,89,92,105
2020-01-07,95,59,78,108,94,116,76,88,115,81,88,99,59
2020-01-06,101,69,120,105,124,103,126,106,101,100,95,103,65
2020-01-05,88,100,120,56,124,66,72,88,64,125,89,98,67
2020-01-04,106,126,110,74,129,83,100,110,92,179,95,145,93
2020-01-03,109,174,107,107,114,127,98,116,99,145,98,125,124
2020-01-02,86,82,119,103,85,113,118,108,91,112,92,110,108
2020-01-01,69,182,98,55,70,83,60,76,61,69,80,84,61
2019-12-31,76,145,98,83,109,93,102,100,96,109,88,99,44
2019-12-30,72,82,89,85,100,97,94,104,96,115,88,103,47
